engine_power,vehicle_age,mileage,luxury_score,safety_rating,interior_quality,price
308.9407556793585,10.262563083980043,110814.00552875866,1.1475323278833822,2.8250823961662515,2.9154834871223416,32125.07843578125
185.84180048511382,13.332491003281433,18021.01642887592,7.490659294455461,2.119208073743081,4.5307366397553475,49183.447865376016
168.05543606926094,2.1181697011362766,132406.14991384294,1.0696376271331356,4.731566592565926,8.663932462484578,39088.39701874723
265.39443072486733,2.617899013281615,199236.83383672597,1.7634004970071027,2.257405414516787,2.1485100179621868,19912.13946027624
315.84069093566893,6.439612129366161,155032.48072942265,3.0294856940502126,4.638858648173352,9.044788310862751,52335.701712346374
226.93193803733828,13.231286733324874,116885.95216347078,8.87612080485902,1.1736723638811082,5.468571751376018,46803.7343450109
394.2292595153846,16.93012450541444,25013.87554610519,4.27218686188852,3.8284602410707045,4.8348608983531705,60192.11740406346
305.448921575459,11.065146895934268,141467.64458071836,5.859639416913026,2.9355561561385053,3.7508174928380655,43435.78318559374
244.27957044530828,17.089049750490094,133927.73412894655,6.112928924370806,2.776884245311921,9.251639067454985,48462.09269850676
217.63525545824515,7.696756225515222,14573.940471441383,3.029170242753639,1.1452933774079264,5.658611146851602,42550.25880358253
202.95340484526082,6.335757942367595,159498.36385969518,6.14932091186015,1.1627327619655246,8.2362373150013,43054.629523986245
318.7149122152125,7.08529351183357,106149.7352236485,6.948566155266429,2.331014468247764,8.718866085529292,64991.84096878939
231.57167340388733,3.4216365841019813,88044.20036898422,3.684208539855965,4.788478159629733,9.301441191323832,56836.69543195914
117.9033689828705,16.58225269003781,158696.49885228576,4.767641730820234,3.4706399084587645,3.730426606297686,18057.781466032833
219.41327659912943,6.773416918286532,85255.99852572325,5.07780032091517,2.4754993667237075,4.058297686399102,41111.19692865531
321.3986217196107,11.047401505881462,98800.12372350493,9.391155953878734,3.447908156219622,6.355664887128534,67764.23618805197
154.74751913605,11.57102936217666,40417.6243213958,6.287443727315522,1.82452614514091,4.97191721913524,40323.205695547804
152.63552684424775,10.430661187946646,67657.1854037536,9.53427134456327,1.6602657713121496,9.395582793577677,59624.390580277104
259.4654121525515,0.05376129148641384,169878.93432970092,6.004312783886322,2.4472690621254336,4.578076464701377,44545.25604343189
259.5482761290598,19.7669083856564,41446.23104070949,5.50505278764191,4.453413406161727,5.300002435376893,51936.19540533946
290.3202875653963,18.106831513232198,86371.7568761521,1.031789898696235,3.0376069094008953,6.554674796979412,35908.43313032786
354.82953822333684,4.15271722392649,197861.7289420834,5.328001394874659,2.187606064227422,4.642655373763728,45051.82985560854
317.33659745819057,5.849788255848496,51136.963282576275,9.347094987063866,4.801006500276603,9.93230592332596,84467.6359649492
283.30705320327485,10.40020306144967,183782.30492307164,2.7852912012404722,4.26386435866824,1.8896615610308776,26121.564502726967
316.73301477106645,18.038227453213413,184087.50622209845,1.4688202095054899,2.291895771209705,2.985429860264821,21115.38776436565
196.88767415595345,19.672617698234465,22802.786729624353,4.6610100412648166,4.88839298091197,3.9038961801128518,40958.93525490422
208.53659668669422,5.150841283081662,95412.28135267562,4.351568325347008,4.949404391321563,2.3295055927565818,39445.13949948493
168.47896926368668,11.287180858495633,102932.18538794348,8.714377520841193,2.634640534983112,3.5579731107839985,40812.59099266495
188.1142139166488,16.13937368274358,66165.44526016485,1.2395000400396359,3.623692411553899,8.013207635735323,34035.58550135269
289.2928371563463,7.887401079055496,14231.209761358712,9.281343067831044,2.622612793804912,5.70602800796696,71485.29121765924
127.63148198352255,14.621460716891141,52128.69926285258,7.128126990954608,2.0293924229622844,1.30558272515398,29096.60437379293
230.11035180385846,3.221380288584297,23628.28010329538,9.13803394657796,1.330610703999473,9.843603266684699,74271.49103600912
229.25882899889314,12.013971356671798,51458.731613920296,6.467761637385749,2.054441384471328,6.544058298099822,51949.12541729703
248.10552929509186,17.317289166065294,162519.26182658042,8.30757981192512,2.085919414038981,1.5304553074271885,33064.46445677066
227.7490870887484,19.67043218407111,179520.76613777227,4.019894861853576,2.594556318732558,6.950518946172824,27490.41170847737
193.67836689173959,1.5873158075603144,13428.463955531126,4.146096052248038,1.7395441241012346,4.405324336257105,43435.90560791269
227.90539208884246,8.566945494018984,63879.63307123021,4.508868072954631,4.815273613257906,2.2210596741256503,40238.5788674927
368.0167489351404,4.0908571909285545,196213.52872588608,7.793173734155049,1.4115195415246302,6.072981336092735,56171.94271327248
383.24800546116387,9.012729810374696,110203.4403979784,4.32362056985783,3.500834132555206,7.5437195545299724,61181.52882367909
250.55100276530098,10.95527145257708,127130.32553342197,3.1799782584304053,2.7667895521848824,7.040139440231096,39951.113238825776
287.18588553763334,1.8665342073964153,6081.354639346386,9.439015211115363,2.694072195906372,3.227618381503208,69552.30447373936
134.68551852378872,5.937215509613589,99557.34147129906,9.17209975296736,2.487967131697118,5.72379599307617,46214.29252867776
195.18564454609628,18.55168480304295,197724.06425136555,4.139175844782919,4.473258840689784,5.838970996637824,27118.592742069162
224.44786358608954,11.380074628603907,78161.17785914562,6.711742632322426,2.121907922587239,7.451230277188332,52531.51883217209
359.89274736500977,9.148239950472238,23922.44093457794,3.4645799048776817,1.0823046295744931,4.2388061404696025,52644.04505880132
175.136609618952,15.07051981596229,95072.20850584743,2.8550361584221218,4.672388063836427,8.179593356718453,37412.153710034996
244.91027927881132,14.837243036840746,192785.87086849034,4.02705576097115,4.457921110294421,6.6512966400604,35859.65272655402
395.6679356832115,0.9715806568853758,71656.96964517821,3.9438990335395108,2.1076071601840116,1.344984463166848,51407.27427380059
255.8455357779428,14.17394790885492,160789.93297692758,8.940484910769547,3.0939501933000737,5.918311195021764,51184.59950735111
283.86835772889026,16.784866956101673,160775.0345865471,8.40073433251353,1.4363527890572683,8.75720885888593,55669.18635435473
136.1885997970971,3.3187576841390776,45608.41786409264,7.3866090570318805,1.373708275044303,6.108167462997532,49164.369615503245
347.90224015204996,15.619958759999147,91456.7018512363,9.634107027330073,4.349864433734837,2.5824543891012555,62005.40454453475
280.9180385232782,5.730732334582038,144542.24865508944,4.8028901779725235,2.641062870276932,5.5933873331282555,44444.60273509415
263.52040193993946,6.129395066591146,85051.35815571593,3.2052973470010864,3.6468661608092283,7.81251252876371,51855.0608136671
202.8291501322925,13.30522930699366,42246.356297232116,2.0565859347234032,4.772802233908611,1.9909467680086046,28983.353968598716
191.23623670815522,2.227843432154315,193661.3898272516,3.7094802238107984,1.9805223662458489,8.353891708662143,33167.09450598785
225.10666330741049,13.297448976065887,131896.3214628772,2.307373605734084,1.0526393251634456,2.5073347704675495,17495.515498093402
304.390229737839,17.757135853524453,173764.67104696538,1.8296748763153303,1.0965936231350897,5.80668842994458,27603.48980611728
362.6370525385525,13.926225364708127,9922.259770930517,6.426389770362309,3.8375427696126883,4.471691341930457,66110.72150126411
253.12670124340335,8.806557533308181,57046.63388427127,4.277687047808023,4.698207539173913,3.2376139076022015,47030.81986584595
300.7941348886817,8.764287687544494,102903.86456371486,6.081133083365292,2.869321092051484,6.826892617078591,53668.04328253476
275.78096576866386,15.30192190478613,18152.483850360084,2.7220214864850094,2.500436592390075,1.3365289789519543,33032.94090426474
287.47105062867996,11.312840024517657,198641.4859134844,7.092152736874846,3.171441698709617,7.840412260692806,50323.21998618081
302.40671529634744,1.6980832638363519,51110.167258615635,2.939549025480938,4.4356673503257635,5.742465748609338,57214.95386181356
352.7027312860772,11.653421757228093,77986.97555736237,3.502212343696325,3.608615495171766,8.881940894894676,61503.96185420654
124.95849649973164,16.296874057868195,46732.32340712752,7.675843799303891,1.9319195867284251,5.686464879292149,40686.06030543191
329.1048524330015,6.7413276689521995,25561.94389056291,6.037641060802407,4.0983208180822945,1.3152985168064333,56459.69663509857
173.0999123610622,18.55153159150779,50333.55819282598,4.013527715803173,1.53845398934588,2.292408719939278,22086.484812618128
158.26688817363126,15.014340006863359,63618.976423124914,5.886899042906742,1.6622398829148515,8.160441297767445,44501.97018502734
271.73708724744193,11.48127650299929,128716.24224039064,7.2458623257241825,3.4507291312359585,5.427784439721533,50087.1878683164
128.71375498371614,15.032879775858367,59840.78238331715,9.209189093298662,1.9551336245705246,4.9769134431927275,44440.50816634402
365.5980478825419,1.5829792147641042,75643.96839043236,6.226418920550085,3.8191141902221224,3.865913032397441,64115.662646954646
288.17469161538065,17.18778151361223,6158.854526088316,3.094177410035928,2.3980741095678266,3.560942784404174,43656.89074970608
317.0249074569864,16.43008226401116,76315.2295558361,7.720278676988469,2.1096958400295414,9.692976812407785,67811.85438113098
104.83876200850504,18.197433192204176,109107.76643116745,7.999921157992367,4.99567362389119,4.896723977050849,36600.629135460025
278.32956383351274,2.5726239501876003,36593.08822485353,2.803611834663886,1.1624644982338381,8.956027294075152,56239.429968488046
267.0355577182866,1.6356017418797042,121499.45613027313,8.385167977100974,3.5832900867324486,6.833468108851969,61668.586055647655
147.68789324341682,2.7683114556317956,62164.73138229998,5.184413692505438,1.1547983400489774,8.725848816462939,46851.64958423844
145.92115453743193,7.9875742020560025,128249.84648633694,8.017899958800506,4.040841031676017,8.672045902965888,53304.88072336189
308.65885863127323,8.486137221619838,10108.338023914537,3.1373039798943934,1.9203598299931635,9.606808250107314,64189.82923885246
195.62992791456293,11.244367574618114,178080.7247912161,3.9932224274590875,1.359327468289456,7.281480125827846,28049.73547585334
307.5910886595459,2.444870992650101,8143.132932557914,9.583274073624874,3.593798847636191,8.248572418549296,85786.89689023192
266.3149749153316,4.027990027627418,29756.81605201247,6.920335658348245,3.9304048691717135,7.598151058623234,69506.99511721199
